 frame 	 train 	 tail 	 loops 
  866  	  183  	  0   	   0   
  867  	  182  	  0   	   1   
  868  	  183  	  0   	   0   
  869  	  183  	  0   	   0   
  870  	  183  	  0   	   0   
  871  	  183  	  0   	   0   
  872  	  183  	  0   	   0   
  873  	  182  	  0   	   1   
  874  	  183  	  0   	   0   
  875  	  183  	  0   	   0   
  876  	  183  	  0   	   0   
  877  	  183  	  0   	   0   
  878  	  182  	  0   	   1   
  879  	  183  	  0   	   0   
  880  	  183  	  0   	   0   
  881  	  183  	  0   	   0   
  882  	  182  	  0   	   1   
  883  	  182  	  0   	   1   
  884  	  180  	  0   	   3   
  885  	  183  	  0   	   0   
  886  	  183  	  0   	   0   
  887  	  183  	  0   	   0   
  888  	  183  	  0   	   0   
  889  	  183  	  0   	   0   
  890  	  182  	  0   	   1   
  891  	  181  	  1   	   1   
  892  	  182  	  1   	   0   
  893  	  182  	  0   	   1   
  894  	  183  	  0   	   0   
  895  	  183  	  0   	   0   
  896  	  183  	  0   	   0   
  897  	  183  	  0   	   0   
  898  	  183  	  0   	   0   
  899  	  183  	  0   	   0   
  900  	  183  	  0   	   0   
  901  	  183  	  0   	   0   
  902  	  183  	  0   	   0   
  903  	  183  	  0   	   0   
  904  	  183  	  0   	   0   
  905  	  183  	  0   	   0   
  906  	  183  	  0   	   0   
  907  	  183  	  0   	   0   
  908  	  183  	  0   	   0   
  909  	  183  	  0   	   0   
  910  	  183  	  0   	   0   
  911  	  183  	  0   	   0   
  912  	  183  	  0   	   0   
  913  	  183  	  0   	   0   
  914  	  183  	  0   	   0   
  915  	  183  	  0   	   0   
  916  	  182  	  0   	   1   
  917  	  183  	  0   	   0   
  918  	  183  	  0   	   0   
  919  	  183  	  0   	   0   
  920  	  183  	  0   	   0   
  921  	  183  	  0   	   0   
  922  	  183  	  0   	   0   
  923  	  183  	  0   	   0   
  924  	  182  	  0   	   1   
  925  	  183  	  0   	   0   
  926  	  183  	  0   	   0   
  927  	  183  	  0   	   0   
  928  	  183  	  0   	   0   
  929  	  183  	  0   	   0   
  930  	  183  	  0   	   0   
  931  	  183  	  0   	   0   
  932  	  183  	  0   	   0   
  933  	  183  	  0   	   0   
  934  	  183  	  0   	   0   
  935  	  182  	  1   	   0   
  936  	  181  	  2   	   0   
  937  	  183  	  0   	   0   
  938  	  183  	  0   	   0   
  939  	  183  	  0   	   0   
  940  	  182  	  1   	   0   
  941  	  183  	  0   	   0   
  942  	  183  	  0   	   0   
  943  	  183  	  0   	   0   
  944  	  183  	  0   	   0   
  945  	  183  	  0   	   0   
  946  	  183  	  0   	   0   
  947  	  183  	  0   	   0   
  948  	  182  	  0   	   1   
  949  	  183  	  0   	   0   
  950  	  183  	  0   	   0   
  951  	  183  	  0   	   0   
  952  	  183  	  0   	   0   
  953  	  183  	  0   	   0   
  954  	  183  	  0   	   0   
  955  	  183  	  0   	   0   
  956  	  183  	  0   	   0   
  957  	  183  	  0   	   0   
  958  	  182  	  1   	   0   
  959  	  183  	  0   	   0   
  960  	  183  	  0   	   0   
  961  	  183  	  0   	   0   
  962  	  183  	  0   	   0   
  963  	  182  	  1   	   0   
  964  	  183  	  0   	   0   
  965  	  183  	  0   	   0   
  966  	  183  	  0   	   0   
  967  	  183  	  0   	   0   
  968  	  183  	  0   	   0   
  969  	  183  	  0   	   0   
  970  	  183  	  0   	   0   
  971  	  183  	  0   	   0   
  972  	  183  	  0   	   0   
  973  	  183  	  0   	   0   
  974  	  183  	  0   	   0   
  975  	  183  	  0   	   0   
  976  	  183  	  0   	   0   
  977  	  183  	  0   	   0   
  978  	  183  	  0   	   0   
  979  	  183  	  0   	   0   
  980  	  182  	  1   	   0   
  981  	  183  	  0   	   0   
  982  	  182  	  0   	   1   
  983  	  181  	  0   	   2   
  984  	  183  	  0   	   0   
  985  	  183  	  0   	   0   
  986  	  183  	  0   	   0   
  987  	  182  	  0   	   1   
  988  	  182  	  0   	   1   
  989  	  183  	  0   	   0   
  990  	  183  	  0   	   0   
  991  	  183  	  0   	   0   
  992  	  183  	  0   	   0   
  993  	  183  	  0   	   0   
  994  	  183  	  0   	   0   
  995  	  183  	  0   	   0   
  996  	  183  	  0   	   0   
  997  	  183  	  0   	   0   
  998  	  183  	  0   	   0   
  999  	  183  	  0   	   0   
 1000  	  183  	  0   	   0   
train_average: 182.168
tail_average: 0.113
loops_average: 0.719

