 frame 	 train 	 tail 	 loops 	 rate 
  558  	  108  	  9   	  66   	0.4098360655737705
  559  	  116  	  6   	  61   	0.366120218579235
  560  	  119  	  6   	  58   	0.34972677595628415
  561  	  114  	  6   	  63   	0.3770491803278688
  562  	  100  	  2   	  81   	0.453551912568306
  563  	  115  	  7   	  61   	0.37158469945355194
  564  	  96   	  6   	  81   	0.47540983606557374
  565  	  114  	  2   	  67   	0.3770491803278688
  566  	  94   	  5   	  84   	0.48633879781420764
  567  	  108  	  16  	  59   	0.4098360655737705
  568  	  114  	  8   	  61   	0.3770491803278688
  569  	  126  	  3   	  54   	0.3114754098360656
  570  	  105  	  14  	  64   	0.4262295081967213
  571  	  108  	  20  	  55   	0.4098360655737705
  572  	  111  	  9   	  63   	0.39344262295081966
  573  	  108  	  7   	  68   	0.4098360655737705
  574  	  101  	  5   	  77   	0.44808743169398907
  575  	  100  	  5   	  78   	0.453551912568306
  576  	  110  	  4   	  69   	0.3989071038251366
  577  	  101  	  9   	  73   	0.44808743169398907
  578  	  115  	  4   	  64   	0.37158469945355194
  579  	  102  	  7   	  74   	0.4426229508196721
  580  	  117  	  14  	  52   	0.36065573770491804
  581  	  91   	  13  	  79   	0.5027322404371585
  582  	  99   	  27  	  57   	0.45901639344262296
  583  	  98   	  8   	  77   	0.4644808743169399
  584  	  115  	  6   	  62   	0.37158469945355194
  585  	  126  	  3   	  54   	0.3114754098360656
  586  	  112  	  6   	  65   	0.3879781420765027
  587  	  91   	  17  	  75   	0.5027322404371585
  588  	  120  	  4   	  59   	0.3442622950819672
  589  	  105  	  10  	  68   	0.4262295081967213
  590  	  107  	  11  	  65   	0.41530054644808745
  591  	  106  	  7   	  70   	0.4207650273224044
  592  	  96   	  14  	  73   	0.47540983606557374
  593  	  127  	  2   	  54   	0.30601092896174864
  594  	  119  	  1   	  63   	0.34972677595628415
  595  	  116  	  2   	  65   	0.366120218579235
  596  	  107  	  1   	  75   	0.41530054644808745
  597  	  124  	  4   	  55   	0.3224043715846995
  598  	  93   	  6   	  84   	0.4918032786885246
  599  	  118  	  3   	  62   	0.3551912568306011
  600  	  112  	  7   	  64   	0.3879781420765027
  601  	  122  	  5   	  56   	0.3333333333333333
  602  	  108  	  5   	  70   	0.4098360655737705
  603  	  105  	  10  	  68   	0.4262295081967213
  604  	  110  	  11  	  62   	0.3989071038251366
  605  	  111  	  9   	  63   	0.39344262295081966
  606  	  112  	  10  	  61   	0.3879781420765027
  607  	  109  	  1   	  73   	0.40437158469945356
  608  	  119  	  7   	  57   	0.34972677595628415
  609  	  125  	  5   	  53   	0.31693989071038253
  610  	  108  	  8   	  67   	0.4098360655737705
  611  	  101  	  10  	  72   	0.44808743169398907
  612  	  115  	  1   	  67   	0.37158469945355194
  613  	  113  	  3   	  67   	0.3825136612021858
  614  	  110  	  13  	  60   	0.3989071038251366
  615  	  122  	  5   	  56   	0.3333333333333333
  616  	  116  	  11  	  56   	0.366120218579235
  617  	  106  	  10  	  67   	0.4207650273224044
  618  	  100  	  14  	  69   	0.453551912568306
  619  	  119  	  2   	  62   	0.34972677595628415
  620  	  116  	  7   	  60   	0.366120218579235
  621  	  116  	  3   	  64   	0.366120218579235
  622  	  125  	  4   	  54   	0.31693989071038253
  623  	  118  	  2   	  63   	0.3551912568306011
  624  	  115  	  3   	  65   	0.37158469945355194
  625  	  112  	  9   	  62   	0.3879781420765027
  626  	  117  	  9   	  57   	0.36065573770491804
  627  	  108  	  10  	  65   	0.4098360655737705
  628  	  93   	  7   	  83   	0.4918032786885246
  629  	  101  	  14  	  68   	0.44808743169398907
  630  	  112  	  7   	  64   	0.3879781420765027
  631  	  99   	  6   	  78   	0.45901639344262296
  632  	  102  	  8   	  73   	0.4426229508196721
  633  	  106  	  5   	  72   	0.4207650273224044
  634  	  130  	  3   	  50   	0.2896174863387978
  635  	  102  	  10  	  71   	0.4426229508196721
  636  	  116  	  4   	  63   	0.366120218579235
  637  	  107  	  1   	  75   	0.41530054644808745
  638  	  107  	  7   	  69   	0.41530054644808745
  639  	  123  	  0   	  60   	0.32786885245901637
  640  	  110  	  7   	  66   	0.3989071038251366
  641  	  109  	  7   	  67   	0.40437158469945356
  642  	  88   	  6   	  89   	0.5191256830601093
  643  	  126  	  2   	  55   	0.3114754098360656
  644  	  108  	  9   	  66   	0.4098360655737705
  645  	  108  	  7   	  68   	0.4098360655737705
  646  	  116  	  6   	  61   	0.366120218579235
  647  	  112  	  17  	  54   	0.3879781420765027
  648  	  108  	  8   	  67   	0.4098360655737705
  649  	  106  	  11  	  66   	0.4207650273224044
  650  	  107  	  8   	  68   	0.41530054644808745
  651  	  106  	  5   	  72   	0.4207650273224044
  652  	  122  	  6   	  55   	0.3333333333333333
  653  	  123  	  9   	  51   	0.32786885245901637
  654  	  120  	  4   	  59   	0.3442622950819672
  655  	  93   	  9   	  81   	0.4918032786885246
  656  	  111  	  3   	  69   	0.39344262295081966
  657  	  101  	  20  	  62   	0.44808743169398907
  658  	  111  	  16  	  56   	0.39344262295081966
  659  	  121  	  6   	  56   	0.33879781420765026
  660  	  100  	  5   	  78   	0.453551912568306
  661  	  101  	  16  	  66   	0.44808743169398907
  662  	  112  	  13  	  58   	0.3879781420765027
  663  	  124  	  6   	  53   	0.3224043715846995
  664  	  123  	  9   	  51   	0.32786885245901637
  665  	  107  	  7   	  69   	0.41530054644808745
  666  	  103  	  8   	  72   	0.4371584699453552
  667  	  108  	  8   	  67   	0.4098360655737705
  668  	  108  	  11  	  64   	0.4098360655737705
  669  	  108  	  2   	  73   	0.4098360655737705
  670  	  107  	  6   	  70   	0.41530054644808745
  671  	  104  	  20  	  59   	0.43169398907103823
  672  	  116  	  8   	  59   	0.366120218579235
  673  	  124  	  5   	  54   	0.3224043715846995
  674  	  113  	  9   	  61   	0.3825136612021858
  675  	  102  	  8   	  73   	0.4426229508196721
  676  	  125  	  2   	  56   	0.31693989071038253
  677  	  101  	  10  	  72   	0.44808743169398907
  678  	  103  	  12  	  68   	0.4371584699453552
  679  	  118  	  8   	  57   	0.3551912568306011
  680  	  108  	  2   	  73   	0.4098360655737705
  681  	  115  	  2   	  66   	0.37158469945355194
  682  	  114  	  4   	  65   	0.3770491803278688
  683  	  117  	  3   	  63   	0.36065573770491804
  684  	  113  	  9   	  61   	0.3825136612021858
  685  	  110  	  6   	  67   	0.3989071038251366
  686  	  108  	  3   	  72   	0.4098360655737705
  687  	  112  	  4   	  67   	0.3879781420765027
  688  	  96   	  19  	  68   	0.47540983606557374
  689  	  105  	  5   	  73   	0.4262295081967213
  690  	  111  	  5   	  67   	0.39344262295081966
  691  	  105  	  4   	  74   	0.4262295081967213
  692  	  118  	  1   	  64   	0.3551912568306011
  693  	  99   	  13  	  71   	0.45901639344262296
  694  	  107  	  13  	  63   	0.41530054644808745
  695  	  113  	  3   	  67   	0.3825136612021858
  696  	  109  	  6   	  68   	0.40437158469945356
  697  	  117  	  11  	  55   	0.36065573770491804
  698  	  103  	  11  	  69   	0.4371584699453552
  699  	  109  	  13  	  61   	0.40437158469945356
  700  	  110  	  20  	  53   	0.3989071038251366
  701  	  93   	  7   	  83   	0.4918032786885246
  702  	  109  	  3   	  71   	0.40437158469945356
  703  	  96   	  18  	  69   	0.47540983606557374
  704  	  117  	  8   	  58   	0.36065573770491804
  705  	  110  	  2   	  71   	0.3989071038251366
  706  	  123  	  4   	  56   	0.32786885245901637
  707  	  120  	  4   	  59   	0.3442622950819672
  708  	  100  	  21  	  62   	0.453551912568306
  709  	  108  	  4   	  71   	0.4098360655737705
  710  	  101  	  1   	  81   	0.44808743169398907
  711  	  98   	  12  	  73   	0.4644808743169399
  712  	  114  	  8   	  61   	0.3770491803278688
  713  	  125  	  12  	  46   	0.31693989071038253
  714  	  110  	  2   	  71   	0.3989071038251366
  715  	  103  	  8   	  72   	0.4371584699453552
  716  	  118  	  18  	  47   	0.3551912568306011
  717  	  113  	  2   	  68   	0.3825136612021858
  718  	  105  	  17  	  61   	0.4262295081967213
  719  	  128  	  5   	  50   	0.3005464480874317
  720  	  116  	  8   	  59   	0.366120218579235
  721  	  114  	  2   	  67   	0.3770491803278688
  722  	  104  	  2   	  77   	0.43169398907103823
  723  	  106  	  3   	  74   	0.4207650273224044
  724  	  101  	  4   	  78   	0.44808743169398907
  725  	  118  	  3   	  62   	0.3551912568306011
  726  	  96   	  1   	  86   	0.47540983606557374
  727  	  104  	  2   	  77   	0.43169398907103823
  728  	  120  	  10  	  53   	0.3442622950819672
  729  	  102  	  10  	  71   	0.4426229508196721
  730  	  104  	  20  	  59   	0.43169398907103823
  731  	  120  	  5   	  58   	0.3442622950819672
  732  	  119  	  15  	  49   	0.34972677595628415
  733  	  116  	  11  	  56   	0.366120218579235
  734  	  103  	  11  	  69   	0.4371584699453552
  735  	  116  	  3   	  64   	0.366120218579235
  736  	  110  	  3   	  70   	0.3989071038251366
  737  	  118  	  3   	  62   	0.3551912568306011
  738  	  110  	  3   	  70   	0.3989071038251366
  739  	  118  	  1   	  64   	0.3551912568306011
  740  	  104  	  6   	  73   	0.43169398907103823
  741  	  107  	  3   	  73   	0.41530054644808745
  742  	  112  	  4   	  67   	0.3879781420765027
  743  	  115  	  5   	  63   	0.37158469945355194
  744  	  116  	  5   	  62   	0.366120218579235
  745  	  120  	  2   	  61   	0.3442622950819672
  746  	  93   	  12  	  78   	0.4918032786885246
  747  	  100  	  11  	  72   	0.453551912568306
  748  	  103  	  2   	  78   	0.4371584699453552
  749  	  120  	  7   	  56   	0.3442622950819672
  750  	  111  	  7   	  65   	0.39344262295081966
  751  	  97   	  5   	  81   	0.46994535519125685
  752  	  103  	  5   	  75   	0.4371584699453552
  753  	  105  	  15  	  63   	0.4262295081967213
  754  	  111  	  8   	  64   	0.39344262295081966
  755  	  110  	  7   	  66   	0.3989071038251366
  756  	  112  	  20  	  51   	0.3879781420765027
  757  	  114  	  4   	  65   	0.3770491803278688
  758  	  121  	  2   	  60   	0.33879781420765026
  759  	  107  	  13  	  63   	0.41530054644808745
  760  	  112  	  3   	  68   	0.3879781420765027
  761  	  113  	  6   	  64   	0.3825136612021858
  762  	  109  	  3   	  71   	0.40437158469945356
  763  	  112  	  4   	  67   	0.3879781420765027
  764  	  118  	  2   	  63   	0.3551912568306011
  765  	  100  	  8   	  75   	0.453551912568306
  766  	  112  	  8   	  63   	0.3879781420765027
  767  	  118  	  4   	  61   	0.3551912568306011
  768  	  119  	  1   	  63   	0.34972677595628415
  769  	  99   	  12  	  72   	0.45901639344262296
  770  	  108  	  2   	  73   	0.4098360655737705
  771  	  109  	  5   	  69   	0.40437158469945356
  772  	  110  	  11  	  62   	0.3989071038251366
  773  	  115  	  1   	  67   	0.37158469945355194
  774  	  93   	  10  	  80   	0.4918032786885246
  775  	  114  	  11  	  58   	0.3770491803278688
  776  	  117  	  1   	  65   	0.36065573770491804
  777  	  113  	  11  	  59   	0.3825136612021858
  778  	  104  	  9   	  70   	0.43169398907103823
  779  	  120  	  7   	  56   	0.3442622950819672
  780  	  112  	  12  	  59   	0.3879781420765027
  781  	  104  	  8   	  71   	0.43169398907103823
  782  	  100  	  11  	  72   	0.453551912568306
  783  	  115  	  9   	  59   	0.37158469945355194
  784  	  104  	  11  	  68   	0.43169398907103823
  785  	  110  	  1   	  72   	0.3989071038251366
  786  	  101  	  11  	  71   	0.44808743169398907
  787  	  102  	  2   	  79   	0.4426229508196721
  788  	  107  	  11  	  65   	0.41530054644808745
  789  	  112  	  2   	  69   	0.3879781420765027
  790  	  107  	  6   	  70   	0.41530054644808745
  791  	  122  	  7   	  54   	0.3333333333333333
  792  	  108  	  9   	  66   	0.4098360655737705
  793  	  108  	  3   	  72   	0.4098360655737705
  794  	  96   	  6   	  81   	0.47540983606557374
  795  	  111  	  5   	  67   	0.39344262295081966
  796  	  117  	  5   	  61   	0.36065573770491804
  797  	  124  	  2   	  57   	0.3224043715846995
  798  	  83   	  28  	  72   	0.546448087431694
  799  	  100  	  10  	  73   	0.453551912568306
  800  	  99   	  7   	  77   	0.45901639344262296
  801  	  101  	  7   	  75   	0.44808743169398907
  802  	  113  	  2   	  68   	0.3825136612021858
  803  	  101  	  10  	  72   	0.44808743169398907
  804  	  98   	  16  	  69   	0.4644808743169399
  805  	  124  	  7   	  52   	0.3224043715846995
  806  	  121  	  4   	  58   	0.33879781420765026
  807  	  117  	  3   	  63   	0.36065573770491804
  808  	  117  	  3   	  63   	0.36065573770491804
  809  	  100  	  9   	  74   	0.453551912568306
  810  	  112  	  9   	  62   	0.3879781420765027
  811  	  120  	  4   	  59   	0.3442622950819672
  812  	  107  	  11  	  65   	0.41530054644808745
  813  	  109  	  3   	  71   	0.40437158469945356
  814  	  107  	  9   	  67   	0.41530054644808745
  815  	  102  	  10  	  71   	0.4426229508196721
  816  	  116  	  12  	  55   	0.366120218579235
  817  	  135  	  4   	  44   	0.26229508196721313
  818  	  105  	  8   	  70   	0.4262295081967213
  819  	  115  	  7   	  61   	0.37158469945355194
  820  	  122  	  10  	  51   	0.3333333333333333
  821  	  111  	  16  	  56   	0.39344262295081966
  822  	  106  	  6   	  71   	0.4207650273224044
  823  	  103  	  9   	  71   	0.4371584699453552
  824  	  112  	  8   	  63   	0.3879781420765027
  825  	  95   	  7   	  81   	0.4808743169398907
  826  	  104  	  6   	  73   	0.43169398907103823
  827  	  111  	  6   	  66   	0.39344262295081966
  828  	  106  	  5   	  72   	0.4207650273224044
  829  	  109  	  6   	  68   	0.40437158469945356
  830  	  97   	  16  	  70   	0.46994535519125685
  831  	  95   	  6   	  82   	0.4808743169398907
  832  	  127  	  3   	  53   	0.30601092896174864
  833  	  94   	  5   	  84   	0.48633879781420764
  834  	  106  	  3   	  74   	0.4207650273224044
  835  	  106  	  6   	  71   	0.4207650273224044
  836  	  109  	  6   	  68   	0.40437158469945356
  837  	  124  	  6   	  53   	0.3224043715846995
  838  	  104  	  4   	  75   	0.43169398907103823
  839  	  119  	  4   	  60   	0.34972677595628415
  840  	  110  	  16  	  57   	0.3989071038251366
  841  	  99   	  21  	  63   	0.45901639344262296
  842  	  101  	  14  	  68   	0.44808743169398907
  843  	  116  	  8   	  59   	0.366120218579235
  844  	  111  	  6   	  66   	0.39344262295081966
  845  	  102  	  17  	  64   	0.4426229508196721
  846  	  107  	  9   	  67   	0.41530054644808745
  847  	  123  	  7   	  53   	0.32786885245901637
  848  	  104  	  15  	  64   	0.43169398907103823
  849  	  107  	  5   	  71   	0.41530054644808745
  850  	  121  	  7   	  55   	0.33879781420765026
  851  	  89   	  8   	  86   	0.5136612021857924
  852  	  101  	  3   	  79   	0.44808743169398907
  853  	  103  	  0   	  80   	0.4371584699453552
  854  	  103  	  8   	  72   	0.4371584699453552
  855  	  108  	  4   	  71   	0.4098360655737705
  856  	  108  	  8   	  67   	0.4098360655737705
  857  	  125  	  0   	  58   	0.31693989071038253
  858  	  117  	  6   	  60   	0.36065573770491804
  859  	  96   	  29  	  58   	0.47540983606557374
  860  	  102  	  4   	  77   	0.4426229508196721
  861  	  117  	  3   	  63   	0.36065573770491804
  862  	  113  	  6   	  64   	0.3825136612021858
  863  	  101  	  16  	  66   	0.44808743169398907
  864  	  114  	  3   	  66   	0.3770491803278688
  865  	  109  	  2   	  72   	0.40437158469945356
  866  	  106  	  11  	  66   	0.4207650273224044
  867  	  109  	  2   	  72   	0.40437158469945356
  868  	  118  	  9   	  56   	0.3551912568306011
  869  	  109  	  6   	  68   	0.40437158469945356
  870  	  116  	  3   	  64   	0.366120218579235
  871  	  118  	  4   	  61   	0.3551912568306011
  872  	  122  	  4   	  57   	0.3333333333333333
  873  	  115  	  5   	  63   	0.37158469945355194
  874  	  113  	  11  	  59   	0.3825136612021858
  875  	  121  	  8   	  54   	0.33879781420765026
  876  	  102  	  8   	  73   	0.4426229508196721
  877  	  109  	  5   	  69   	0.40437158469945356
  878  	  110  	  8   	  65   	0.3989071038251366
  879  	  116  	  0   	  67   	0.366120218579235
  880  	  122  	  9   	  52   	0.3333333333333333
  881  	  111  	  4   	  68   	0.39344262295081966
  882  	  115  	  8   	  60   	0.37158469945355194
  883  	  113  	  12  	  58   	0.3825136612021858
  884  	  114  	  2   	  67   	0.3770491803278688
  885  	  107  	  6   	  70   	0.41530054644808745
  886  	  110  	  11  	  62   	0.3989071038251366
  887  	  99   	  12  	  72   	0.45901639344262296
  888  	  103  	  5   	  75   	0.4371584699453552
  889  	  93   	  5   	  85   	0.4918032786885246
  890  	  115  	  6   	  62   	0.37158469945355194
  891  	  113  	  2   	  68   	0.3825136612021858
  892  	  108  	  4   	  71   	0.4098360655737705
  893  	  95   	  8   	  80   	0.4808743169398907
  894  	  119  	  10  	  54   	0.34972677595628415
  895  	  92   	  18  	  73   	0.4972677595628415
  896  	  103  	  7   	  73   	0.4371584699453552
  897  	  98   	  4   	  81   	0.4644808743169399
  898  	  112  	  9   	  62   	0.3879781420765027
  899  	  110  	  10  	  63   	0.3989071038251366
  900  	  83   	  19  	  81   	0.546448087431694
  901  	  106  	  12  	  65   	0.4207650273224044
  902  	  112  	  12  	  59   	0.3879781420765027
  903  	  118  	  2   	  63   	0.3551912568306011
  904  	  106  	  8   	  69   	0.4207650273224044
  905  	  104  	  8   	  71   	0.43169398907103823
  906  	  105  	  0   	  78   	0.4262295081967213
  907  	  117  	  10  	  56   	0.36065573770491804
  908  	  103  	  12  	  68   	0.4371584699453552
  909  	  122  	  2   	  59   	0.3333333333333333
  910  	  107  	  3   	  73   	0.41530054644808745
  911  	  110  	  6   	  67   	0.3989071038251366
  912  	  105  	  13  	  65   	0.4262295081967213
  913  	  109  	  4   	  70   	0.40437158469945356
  914  	  114  	  7   	  62   	0.3770491803278688
  915  	  119  	  3   	  61   	0.34972677595628415
  916  	  108  	  7   	  68   	0.4098360655737705
  917  	  121  	  2   	  60   	0.33879781420765026
  918  	  116  	  9   	  58   	0.366120218579235
  919  	  115  	  5   	  63   	0.37158469945355194
  920  	  100  	  6   	  77   	0.453551912568306
  921  	  112  	  9   	  62   	0.3879781420765027
  922  	  102  	  15  	  66   	0.4426229508196721
  923  	  106  	  3   	  74   	0.4207650273224044
  924  	  110  	  4   	  69   	0.3989071038251366
  925  	  116  	  10  	  57   	0.366120218579235
  926  	  107  	  2   	  74   	0.41530054644808745
  927  	  113  	  5   	  65   	0.3825136612021858
  928  	  112  	  10  	  61   	0.3879781420765027
  929  	  127  	  2   	  54   	0.30601092896174864
  930  	  116  	  1   	  66   	0.366120218579235
  931  	  121  	  3   	  59   	0.33879781420765026
  932  	  118  	  0   	  65   	0.3551912568306011
  933  	  100  	  5   	  78   	0.453551912568306
  934  	  100  	  13  	  70   	0.453551912568306
  935  	  120  	  2   	  61   	0.3442622950819672
  936  	  103  	  6   	  74   	0.4371584699453552
  937  	  106  	  6   	  71   	0.4207650273224044
  938  	  91   	  15  	  77   	0.5027322404371585
  939  	  105  	  4   	  74   	0.4262295081967213
  940  	  102  	  18  	  63   	0.4426229508196721
  941  	  103  	  2   	  78   	0.4371584699453552
  942  	  105  	  15  	  63   	0.4262295081967213
  943  	  110  	  5   	  68   	0.3989071038251366
  944  	  100  	  7   	  76   	0.453551912568306
  945  	  104  	  8   	  71   	0.43169398907103823
  946  	  106  	  5   	  72   	0.4207650273224044
  947  	  120  	  2   	  61   	0.3442622950819672
  948  	  107  	  17  	  59   	0.41530054644808745
  949  	  110  	  9   	  64   	0.3989071038251366
  950  	  112  	  3   	  68   	0.3879781420765027
  951  	  111  	  11  	  61   	0.39344262295081966
  952  	  114  	  11  	  58   	0.3770491803278688
  953  	  108  	  5   	  70   	0.4098360655737705
  954  	  108  	  8   	  67   	0.4098360655737705
  955  	  117  	  9   	  57   	0.36065573770491804
  956  	  108  	  7   	  68   	0.4098360655737705
  957  	  117  	  5   	  61   	0.36065573770491804
  958  	  110  	  5   	  68   	0.3989071038251366
  959  	  117  	  5   	  61   	0.36065573770491804
  960  	  119  	  6   	  58   	0.34972677595628415
  961  	  105  	  17  	  61   	0.4262295081967213
  962  	  117  	  2   	  64   	0.36065573770491804
  963  	  102  	  15  	  66   	0.4426229508196721
  964  	  96   	  6   	  81   	0.47540983606557374
  965  	  109  	  2   	  72   	0.40437158469945356
  966  	  103  	  10  	  70   	0.4371584699453552
  967  	  95   	  16  	  72   	0.4808743169398907
  968  	  110  	  4   	  69   	0.3989071038251366
  969  	  110  	  10  	  63   	0.3989071038251366
  970  	  94   	  29  	  60   	0.48633879781420764
  971  	  106  	  10  	  67   	0.4207650273224044
  972  	  112  	  7   	  64   	0.3879781420765027
  973  	  118  	  2   	  63   	0.3551912568306011
  974  	  108  	  6   	  69   	0.4098360655737705
  975  	  97   	  9   	  77   	0.46994535519125685
  976  	  116  	  10  	  57   	0.366120218579235
  977  	  107  	  8   	  68   	0.41530054644808745
  978  	  100  	  10  	  73   	0.453551912568306
  979  	  116  	  3   	  64   	0.366120218579235
  980  	  105  	  5   	  73   	0.4262295081967213
  981  	  109  	  5   	  69   	0.40437158469945356
  982  	  104  	  1   	  78   	0.43169398907103823
  983  	  91   	  13  	  79   	0.5027322404371585
  984  	  100  	  4   	  79   	0.453551912568306
  985  	  106  	  6   	  71   	0.4207650273224044
  986  	  91   	  8   	  84   	0.5027322404371585
  987  	  106  	  7   	  70   	0.4207650273224044
  988  	  119  	  2   	  62   	0.34972677595628415
  989  	  108  	  4   	  71   	0.4098360655737705
  990  	  112  	  4   	  67   	0.3879781420765027
  991  	  115  	  7   	  61   	0.37158469945355194
  992  	  108  	  4   	  71   	0.4098360655737705
  993  	  118  	  2   	  63   	0.3551912568306011
  994  	  120  	  1   	  62   	0.3442622950819672
  995  	  102  	  6   	  75   	0.4426229508196721
  996  	  105  	  23  	  55   	0.4262295081967213
  997  	  105  	  3   	  75   	0.4262295081967213
  998  	  110  	  10  	  63   	0.3989071038251366
  999  	  119  	  1   	  63   	0.34972677595628415
 1000  	  112  	  4   	  67   	0.3879781420765027
train_average: 110.052	tail_average:   7.11  	loops_average: 65.838 	Disorption rate: 0.3986229508196721
train_maximum:   135  	tail_maximum:    29   	loops_maximum:   89   
train_minimum:   83   	tail_minimum:    0    	loops_minimum:   44   
